text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None
i think our president is brilliant why are women such brainlets,0,0,1,1,0,0,1,0,0
yeah dis the old profit see how fast the mudslimes teach him how to hang glide sans glider,1,0,0,1,0,1,0,0,0
disgusting maga you see this shit currynigger and race traitor attempting to fund a start up venture for the instant production of vomit,1,0,0,1,0,0,0,0,0
do asians like you ever feel any shame for invading us universities in such overwhelming numbers,0,1,0,0,1,0,0,0,0
i have played the wife role for dudes who only deserved a hoe that my fault tho,0,1,0,1,0,0,1,0,0
aslo worrying about putin that i remember something like he said that russia welcomes the jews fleeing from europe and russia still have a kike oblast,1,0,0,1,0,1,0,0,0
too bad it your rinos like christie who are importing muzzies into their states you keep pretending there no muzzi problem in michigan and minneapolis,1,0,0,1,0,1,0,0,0
yet they will take africans arabs who face no racial or religious persecution from their own countries invading economic opportunists take precedence over those who are actually in danger because agenda,0,0,1,1,1,0,0,0,0
okay now i m hungry but too lazy to move the ghetto,0,1,0,1,0,0,0,0,1
so much for murica being better than shithole countries we are a shithole country with these degenerates at the helm,0,1,0,1,0,0,0,0,1
you d think a gay gym would have whatever equipment required to work the rear end,0,0,1,1,0,0,1,0,0
brexit kick out sandnigger child rapists,1,0,0,1,1,0,0,0,0
it just the zoning that retarded,0,0,1,1,0,0,0,1,0
i just had about five pounds of smoked wings the ghetto is not all bad,0,1,0,0,0,0,0,0,1
bitch like my tweet so i can compliment you,0,1,0,1,0,0,0,0,1
i sware to god you to go any nigger neighborhood an it looks like da never left those niggers can not do shit for themself,1,0,0,1,1,0,0,0,0
refugees will always feel threatened here in the us until they reject terrorists turn in the monsters in their communities adopt and support american laws and our constitution in other words assimilate until then refugees will feel threatened and rightly so their choice,0,0,1,1,0,0,0,1,0
hari raya is not about people going from houses to houses but its about we muslims celebrating after successfully puasa for a month,0,1,0,1,0,1,0,0,0
sati and child marriage was forced by muslim invasions and have been successfully reformed hindu religion does not force their women to be illiterate there are social evils but are not sanctioned by hindu religion change if needed is always welcomed,0,1,0,0,0,0,0,0,1
so if an animal does body language you start to rape it also years old they do not understand shit about sex and do not say then let us teach them that not the point kids should be hanging out with friends and playing games not being statutory raped,0,0,1,1,0,0,0,0,1
if our ridiculous society would not make black people compete with whites asians and hispanics men like him would be the leaders of the black community,0,1,0,0,0,0,0,0,1
it ghetto lol,0,1,0,0,0,0,0,0,1
saying you hate all white people men straights is not funny or quirky oh my god,0,1,0,0,0,0,0,0,1
the irony is if you are a straight white male in decent shape they are going to label you a nazi anyway might as well rock it,0,0,1,1,0,0,0,0,1
why niggas worry bout me when i do not even checc on them faggots,0,1,0,1,0,0,0,0,1
the enemy of white south africans is not niggers it their insane belief in the jewish bible for whiteskin idiots,1,0,0,1,1,1,0,0,0
here comes silverstein to white knight for faggotry while taking potshots at you are a pathetic faggot consider an hero,0,0,1,1,0,0,1,0,0
kashmir is indian the ones who occupied were the muslims,0,1,0,1,0,0,0,0,1
youngster replied with mild surprise really oh kid pretty much all the schools were all white to start with and uga was one of the longer holdouts for an institution its size,0,1,0,1,0,0,0,0,1
ya because a broke nigga got spotted so he back now,0,0,1,1,1,0,0,0,0
but dirty jewellery billie pls,0,1,0,1,0,0,0,0,1
pussy niggas wearing purses and they jeans too tight,0,1,0,1,0,0,0,0,1
fl wilson shamed the nigger soldier who was killed in niger,1,0,0,1,1,0,0,0,0
lol the protagonist from hulu handmaid tale is a mudshark and played by a scientologist the evil infertile wife is played by a beautiful polish girl i think i will like this show for all the wrong reasons it like seeing inside the head of a hollywood executive,1,0,0,1,0,0,0,0,1
wow the black clad people are all white who would have guessed,0,1,0,1,0,0,0,0,1
out of the richest folks in the world are american of whom are white women who inherited their money the rest are all white men,0,1,0,1,0,0,0,0,1
all these niggas wearing durags but none of these niggas spinnin,0,1,0,1,0,0,0,0,1
fuck i hate you,1,0,0,1,0,0,0,0,1
when i was a child i was supposed to die in a nuclear holocaust,0,1,0,1,0,0,0,0,1
as someone who has been spiritually abused by the church and subjected to homophobia by it members mainly my own biofam i have had to learn to separate their disease from my own expression which is queer by nature i have multiple leadership points in my parish tho,0,1,0,1,0,0,0,0,1
the homos are finally getting married this wedding season is about to be queered up make my queer little heart glad,0,1,0,1,0,0,0,0,1
first new policy queer women get fridays off,0,1,0,1,0,0,0,0,1
my homie hired the soup nazi to wish me a happy birthday on cameo can you invent a frame for videos pls,0,1,0,1,0,0,0,0,1
this being single shit is ghetto as fuck,0,1,0,1,0,0,0,0,0
i want a taser so i can just tase this hoe,0,0,1,1,0,0,1,0,0
meh everyone knows you are a sandnigger sharia fag do not you have a mental health facility to be retreating to di sharia,1,0,0,1,1,0,0,0,0
i did not use a disease to vilify anyone i did not bring disease up read the chain i brought up smoking and then was told that smoking was wrong because it had health affects but that gay sex did not have health effects that how the topic came up,0,1,0,1,0,0,0,0,1
where as her bud adolf would have let his nazi nationalist make her into a lampshade,0,0,1,1,0,0,0,0,1
and that not even the last worst of what he did he claims he raped and murdered girls in the but would toy with the investigators by confessing and then later saying he did not remember etc,0,1,0,1,0,0,0,0,1
oafqueefers really are just boomer antifa they certainly parrot every dumb anti white meme of antifa whites are one of the least inbred races of them all as opposed to the niggers and arabs antifa and oafqueefers are fine with flooding america,1,0,0,1,1,0,0,0,0
every time neocohens and neolibshits bomb a moslem country into holding elections an islamist party inevitably wins the idea that the majority of iranians want anything other than an islamic theocracy is just empirically groundless what we are seeing on iran streets is just a vocal minority,0,0,1,1,0,1,0,0,0
maybe feminism cropped its clip haired degenerate thot head up far back in the mohammedean past if so literally strapping a cork in their mouths would make good sense as a rule going forward even a broken sand nigger tells the right time twice a millennia o,1,0,0,1,1,1,1,0,0
we are white people stop being a nigger apologist,1,0,0,1,1,0,0,0,0
the parade needed at least one severed head in honor of muslim culture,1,0,0,1,0,1,0,0,0
ackshully all arabs are white and islam is technically white imperialism,0,0,1,0,1,1,0,0,0
chloe start a lesbian era i dare you,0,1,0,1,0,0,1,0,0
can anyone be any more ignorant than muslim shit skin pedophile beating up on crippled boy if you see this happen in your community feel free to slit that muslims throat society will thank you in that country the crippled boy will be charged with inciting violence against islam,1,0,0,1,0,1,0,0,0
you surely like to suck on conor balls do not you you fucking faggot,0,0,1,1,0,0,1,0,0
pakistanis started raping young white girls in the young white lads bashed the pakis for touching their females media called our lads nazis paki bashers media never knew why nor investigated,0,0,1,1,0,0,0,0,0
i am holding my celebration until after she get her numbers i know how them white ppl play guilty do not mean shit if they gone give her county time,0,1,0,1,0,0,0,0,1
what faggot curates live topics,0,0,1,1,0,0,1,0,0
children that do not even exist you bottom feeding retarded sjw go back to twitter if you want to be a virtue signaling libtard,0,0,1,1,0,0,0,1,0
that cuck faggot jack dorsey entire account is sucking up to niggers what a bitch he is,1,0,0,1,1,0,1,0,0
you negro nerds live in your land of white media generated make believe and you are the enemy within of black empowerment,0,1,0,1,0,0,0,0,1
likewise my pinned tweet on inbreeding in the islamic world had almost impressions then the moslem douche that started screaming on the airline and cried racism reported it and had his followers flag me for hate i am just happy to have gotten the info out there,0,1,0,1,0,0,0,0,1
am i the only one who hasn t tried white claws lmao,0,0,1,1,0,0,0,0,1
mm i do not think so no apartheid in israel fact hate comes from arablies nazilies fact tell ur leaders to b strong send arabs back to arabia israel jerusalem jewish home,1,0,0,1,1,1,0,0,0
dreamt i got sued again and the process server was a neonazi thanks brain,0,1,0,1,0,0,0,0,1
breaking you all necks to see the same hoes every weekend,0,0,1,1,0,0,1,0,0
this girl is retarded lmao if you re lucky enough to have this then why would you act like that,0,0,1,1,0,0,1,0,0
lol yo and my punk ass stay attracted to that shit in women,0,0,1,1,0,0,1,0,0
lmao gay haircut,0,0,1,1,0,0,1,0,0
you ever been forced to stand in line behind a negress who been wearing a weave for months the stench can be described as a combination of rotting flesh ball sweat and baby shit reason that nobody wants niggers around,1,0,0,1,1,0,1,0,0
excited for dam with bitches,0,1,0,1,0,0,0,0,1
agreed if both sides want legit compromise this is it daca has education participation and clean criminal record requirements daca immigrants seem more likely to become productive members of society if keeping them enables limiting drug smuggler and terrorist infiltration that a win,0,1,0,1,0,0,0,1,0
gee i wonder why anita sarkeesian is not speaking out about harvey weinstein or andy signore sexual harassment on women,0,1,0,1,0,0,1,0,0
on point it all kike mercinary work,1,0,0,1,0,1,0,0,0
we have a retarded ape in the oval office,0,0,1,1,0,0,0,0,0
if he not lazy why is he butt hurt americans are lazy compared to african countries that fact is not nearly enough reason for me not want them here african immigrants are not the enemy white supremacy is,0,1,0,1,0,0,0,0,1
not newsy that his redneck followers sticking by him now what about his sponsors and advertisers that surely more newsy,0,0,1,0,0,0,0,0,1
the cold adapted eurasians of the northern hemisphere will make way for the homo superior as the thin white duke would put it,0,0,1,1,0,0,0,0,0
agreed i am so tired of politicians acting like we can not ban it fuck them when they stop bombing our buildings killing our soilders raping our women begging us save them from each other then we can talk,1,0,0,1,0,0,0,0,0
being ignored by a white man is basically him calling you a nigger,0,1,0,1,1,0,0,0,0
is not malte muslim too sickening tweets,0,0,1,0,0,1,0,0,0
and it only white countries forced to diversify black brown countries never do you do not see the un jew arabs forcing whites into mexico south america or any islamic countries north korea china japan they can stay as slant as they fucking want but white peaceful countries we need diversity fuck that,0,0,1,1,0,0,0,0,0
hope they keep getting hit fuck spics what has any spic or spook nation ever contributed to america besides leeches criminals and drugs,1,0,0,1,1,0,0,0,0
our immigrants less worried about them than i am about the legal residents in the us as you should be,0,1,0,1,0,0,0,1,0
let donate to a worthy because like a legal immigrant who supports,0,1,0,1,0,0,0,1,0
what the actual fuck welp in australia if you are a refugee do such to your papers you will be detained interviewed most likely deported or kept locked up,0,0,1,1,0,0,0,1,0
barn full of white bitches,0,0,1,1,1,0,1,0,0
homophobic gays are the backbone of the community,0,1,0,1,0,0,1,0,0
oh shit jews in charge of this too conspiracy,0,1,0,1,0,1,0,0,0
sounds like a gay porn i d sit through and watch,0,0,1,1,0,0,1,0,0
on god america be like i hate niggers but i will let a entity from the dark realm chill upstairs,1,0,0,1,1,0,0,0,0
despite the media blackout of all the muzzie rapes in sweden the word is out sweden and their gorgeous women are under unfettered assault by savage rd world cretins there will be a point when islam can no longer hide it evil vile savage and despicable soulless character,1,0,0,1,0,1,0,0,0
being a jedi turned revan gay,0,1,0,1,0,0,0,0,1
when asked about the similarities between the moderate muzzies and the blacks colin flaherty said they are not similar they are the exact same thing lots of heads on the hydra,1,0,0,0,0,1,0,0,0
we need to gas assad all you so called right wingers supporting a muzzie make me laugh,1,0,0,1,0,1,0,0,0
ur gay bruh rlly unfollow,0,0,1,1,0,0,0,0,1
your being intentionally blind pay attention scripture foretells events related to weather study of scripture and history reveal facts weather is cyclical we are in a recognized eddy grand solar minimum they bring disease famine pestilence civil unrest wars prophesy,0,1,0,0,0,0,0,0,1
when the majority of the world is not white and when your nation has a slim white majority it kind of hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive,0,1,0,0,0,0,0,0,1
i be so tight when my brother bring white bitches home like mcht,0,0,1,1,1,0,1,0,0
serious question does this kike not understand he is rich follow up what exactly does he imagine rich to be if not him,1,0,0,1,0,1,0,0,0
just be thankful someone bullied you in boston but in fact did not call you a faggot,0,1,0,1,0,0,0,0,1
vox reported this week that if we get tough on illegal immigrants then a negative consequence will be that they will lie on their census forms stupidlogic if we get tough on illegal immigrants and deport them then they will not be here to lie on their census forms,1,0,0,1,0,0,0,1,0
anyone want to online dominate me then dm tranny tgirl sissy gay slave exposed,0,1,0,1,0,0,0,0,1
elijah out here slut shaming his own mother for being raped as a teenager i think the fuck not boyo,0,0,1,1,0,0,0,0,0
wake up your leader is a queer indian globalist who is signing laws to turn ireland black islamic with years,0,0,1,1,0,0,1,0,0
of course his white ass dropped it,0,1,0,1,1,0,0,0,0
do not let trump off the hook by saying he mental off his rx retarded suffers a mental illness etc all that trump his merry monkeys do is selective stupidity it a choice saying he has a mental illness gives him cover it a copout he is choosing this destruction,0,1,0,1,0,0,0,0,1
hate to wait around while the moslem kill us hope you will not mind if i do not turn the other cheek,1,0,0,1,0,1,0,0,0
give oblivion omega colors because i wasted vbucks on a shit skin,0,1,0,1,0,0,0,0,1
she was subjected to rape threats which police never investigated when this happens to female mps it trending news,0,1,0,1,0,0,0,0,1
read history arabs never wanted peace they since have been scheming on destroying israel for decades gaza and the west ban were under arab control and they did not create a free palestine,0,0,1,0,1,0,0,0,0
i love my muslim brother,0,1,0,0,0,1,0,0,0
it all fun games until the prison sheboons beat her half to death for appropriating their race then it just fun,1,0,0,0,1,0,0,0,0
so germany how many more of your countrymen are you going to let merkel her muzzie murderers murder refugeesnotwelcome rednationrising,1,0,0,1,0,0,0,1,0
if it true that the smarter should wipe out the dumber and that white people are dumber than asians then it in white people bests interests to wipe out the asians before they wipe us out either that or keep some niggers around,1,0,0,1,1,0,0,0,0
hey i can say racial slurs on here nigger kike spic wop coon heeb sandnigger jew faggot homo your mom,1,0,0,1,1,1,1,0,0
those people who are simply seeking a better life are responsible for making life of the people of host country hell most muslim illegal immigrants are responsible for law and order situation and terrorism is doing a brilliant job,0,1,0,1,0,0,0,0,1
idiot another reason to stay out of muzzie occupied sweden the swedes have gone crazy,1,0,0,0,0,1,0,0,0
do a split on the dick if you really with the shits little bitch ok meek,0,0,1,1,0,0,1,0,0
the gag is they been gay,0,1,0,1,0,0,1,0,0
ching chong ching chong you,0,0,1,1,1,0,0,0,0
extreme left sjw trannies are the ones perpetuating violence against what we call sane and rational people period,0,0,1,1,0,0,1,0,0
so in new york if you say illegal alien you will be fined it you are attacked or raped by an illegal alien it a crime to call ice hm kind of fucked up to be an american in new york,0,1,0,1,0,0,0,0,1
the future of the world is jews calling each other nahtzees until eventually there is not enough bandwidth left for the parts of the internet that keep logistics working and we all starve to death as planes fall from the sky hopefully,0,1,0,1,0,0,0,0,1
linda came to flint michigan for a photo op of delivering water to families she not even from michigan our newpaper made a big deal to show how co operative the recent refugees were in this crisis,0,1,0,1,0,0,0,0,0
the altright is a collectivist identitarian movement that is somewhat analogous to white nationalism it asks for ethnically or racially monolithic nations such as japan israel etc,0,1,0,1,0,0,0,1,0
a bitch needs a hair cut tattoo and vacation,0,1,0,1,0,0,0,0,1
yes thank you mr president bc it is a big fresh change from the last years of mudslimes running our country,1,0,0,0,0,0,0,0,0
miss him what a genius i had the opportunity to live in minneapolis in the when he made purple rain it was over the top fun now it a shithole filled with somalian immigrants who refuse to assimilate,0,0,1,1,1,0,0,1,0
i hate you,0,0,1,0,0,0,0,0,1
crazy to be in a position where women get mad at you for not being a typical asshole,0,0,1,1,0,0,1,0,0
i am so tired of these kike terrorists and their evil lackeys,1,0,0,1,0,1,0,0,0
you are genuinely retarded,0,0,1,1,0,0,0,1,0
only boer farmers are welcome the suburban white population initiated this holocaust on themselves they would only come here for the rainbow flags and abundant niggerdick,1,0,0,1,1,0,1,0,0
let all give thanks to our military men and women who keep our country safe thank you usa americafirst maga,0,1,0,1,0,0,0,0,1
the estimated yous illegal alien population of million the combined populations of states,0,1,0,0,0,0,0,0,1
yea that so so true more info han faggot it becoming feminine thanks for correcting me,1,0,0,1,0,0,1,0,0
i know because they are retards,0,1,0,1,0,0,0,0,1
vote conservative if you do not want a nigger for a neighbour if you do not want a yid vote labour,1,0,0,1,1,1,0,0,0
one day we ll talk about how guys have normalized different forms of sexual harassment because they re not at the level of rape,0,0,1,1,0,0,1,0,0
croats backed old adolf almost unanimously and czechs slovaks were more or less ok with being under germany wing hitler wanted to kill all slavs is garbage tier yid propaganda same as hitler wanted to kill everyone who was not blonde and blue eyed so true from a board on chan,0,1,0,1,0,0,0,0,1
we are accepting donations on behalf of rose west who has really made a remarkable transformation from straight white female killer to east indian lesbian kindly send donations to killerdonations org,0,1,0,1,0,0,0,0,0
that fuckin beaner guard is an illegal and they was going to have him kill paddock before and prevent the massacre then praise illegals in the news as heros but he brown so he fucked it up i am calling it,1,0,0,1,1,0,0,1,0
that would be boris johnson boris picaninny watermelon letterbox bumboy johnson you serious,0,1,0,1,0,0,0,0,1
man i do not think you want to square up with them they all look like they do not wash their asses,0,1,0,1,0,0,0,0,1
hillary clinton m9 minutes ago heartbroken for the families of two brave officers who were killed in iowa there no justification for this kind of violence h since the suspect was white i expect to hear we want your guns line from hillary obama,0,1,0,1,1,0,0,0,0
death2fags we r pleased to have met righteous fag bashers beating such park queers even against massive statist agentsofsodom,1,0,0,1,0,0,1,0,0
hold on how the fuck are you going to call mark homophobic when you yelled fucking faggot while you were driving past me and my friends your a damn hypocrite grow the fuck up,0,1,0,1,0,0,1,0,0
nigga you gay,0,0,1,1,1,0,1,0,0
don t get blocked retard,0,0,1,1,0,0,0,1,0
courtois is a fucking mess,0,1,0,1,0,0,0,0,1
send those fucking retarded third workd freeloaders back to their own shitholes they made their beds now they can lie in them,1,0,0,1,0,0,0,1,0
chuck the cuck nellis bad mouthed trump often on twitter while supporting spik cuban ted cruz jewed up ass now he on gab saying how great trump did his st year and knocking liberals he is a liberal shit himself dam cuck,0,0,1,1,1,0,0,0,0
you are either the worst shill or retarded no one is running around the streets yelling out nigger and jew but if you are going to be one i am going to say it so which one are you,1,0,0,1,1,1,0,0,0
moral of the story can not trust watch niggas,0,1,0,1,0,0,0,0,1
all these jews trying to dox on crimes that he been accused of these same jews have not said a whole lot about the crimes against women perpetrated by the left,0,0,1,1,0,1,0,0,0
lolz walking past a muzzie on the phone today heard him say execution made me wonder does he mean prince charles,1,0,0,1,1,0,0,0,0
soon we will be hearing about a caravan of immigrants planning to storm the border,0,1,0,0,0,0,0,1,0
take the driver and bake it until it is laminated find someone named hathaway on william street repeat until white repeat until resonnt,0,1,0,0,0,0,0,0,1
what are google favorite hobbies de listing competitors firing white people deciding what white people can say,0,1,0,1,1,0,0,0,0
dad why are there no jews on jupiter because its a gas planet son,1,0,0,0,0,1,0,0,0
what about whitewater what about her sending goons to intimidate bill sexual harassment victims what about her defense of bill even though he has raped women,0,0,1,1,0,0,0,0,1
black culture encapsulated perfectly in all it ghetto splendor,0,0,1,0,1,0,0,0,0
feminity to be considered negative by boris is more telling about his attitude to women than cameron and corbyn,0,1,0,1,0,0,0,0,1
ostensibly straight men dress and talk like they are gay and women cut their hair short and dye it weird colors so only butch dykes find them appealing,0,0,1,1,0,0,1,0,0
well you killed a grammar nazi with that reply for sure,0,1,0,1,0,1,0,0,0
bill deblasio d ny told cnn jake tapper that it is ok to shield undocumented immigrants who drive drunk from federal authorities if it does not lead to any other negative outcome,0,1,0,1,0,0,0,1,0
i hate you,0,1,0,0,0,0,0,0,1
attacking the retard left is lame any way they block you for saying nices things to them,0,0,1,1,0,0,0,0,1
your children are literally being raped by invaders encouraged by your leaders go fuck yourself you delusional faggot,1,0,0,1,0,0,1,0,0
i am so happy potus told those silly brits to piss off imagine them allowing their trained chimps to order him to stay out it already too late for britain what white person is willing to die for a people who freely give their children to monkeys to destroy,1,0,0,1,0,0,0,0,0
at great personal sacrifice i am willing to consume extra bacon if that is what it takes enfield we were discussing muslin immigration at the time,0,1,0,0,0,0,0,0,1
heterosexuals are on the same spectrum of homosexuals and engage women in the same way homos engage each other you are all so very queer if a het guy feels violent towards some mo he should consider necking himself,0,1,0,1,0,0,0,0,1
just saw on here that he used to go by the name of joker on twitter if so then i am pretty sure i have come across this paki creature in passing before my ban hes not very popular on there is he,0,0,1,1,0,0,0,0,0
what funny is that white women marry white men at higher rates than any other race or ethnic group marry their own,0,1,0,0,0,0,0,0,1
like pick a struggle faggot,1,0,0,1,0,0,1,0,0
i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the nigger babies but they keep taking my petition down and now i must be banned cuz i can not start a new one,1,0,0,1,1,0,0,0,0
genetics by current estimates ghetto dwellers breed more ghetto dwellers welfare is dysgenics writ large,0,1,0,0,0,0,0,0,1
goatfucker memes feat the king goat fucker himself,1,0,0,1,1,0,0,0,0
respectfully i disagree sir autocracy cost more money true but many people rather pass on freedoms if in exchange homelessness is criminalized immigration tightly controlled and lgbt people put in prison and women threatened not to report sexual violence,0,1,0,1,0,0,0,0,1
canadians are being ruled by a retarded asshole,0,0,1,1,0,0,0,1,0
you own me gold fucking niggers,1,0,0,1,1,0,0,0,0
started playing life like chess you niggas is pawns i headed straight for the king and queen they call the shots,0,1,0,1,0,0,0,0,1
i fucking hate armys,0,1,0,1,0,0,0,0,1
feel like i should have a series on ao3 just filled with my most outrageously gay and unapologetically homoerotic stories prob call it queer rebellion or something,0,1,0,1,0,0,0,0,1
not interested in whatever retarded argument you are going for here,0,0,1,1,0,0,0,0,1
i am not a bad bitch i am a stupid sad bitch,0,1,0,1,0,0,0,0,1
these bitches fuck who win that why i always win the streets took my dawg in turned me into a man,0,1,0,1,0,0,1,0,0
you are so autistic that you can not understand metaphysical arguments lol stupid spiritual kike just like the pharisees,1,0,0,1,0,1,0,0,0
wah they call me a nazi because i hate jews and blacks people walls like a wannabe nazi talks like a wannabe nazi it a wannabe nazi lol and a poor excuse of one you are too pussy to do shit about it,1,0,0,1,1,1,0,0,0
baby was a black sheep baby was a whore baby gotten big and baby getting bigger baby got some then baby want more baby baby baby was a rock roll nigger,0,1,0,1,0,0,0,0,1
what i meant though was being up front and unapologetically racist white people are better than blacks the case with asians is different asians are better at math than whites whites excell in engineering and farming niggers are not even bronze age,1,0,0,1,1,0,0,0,0
you are comply ignorant and love to play the victim just like a neo nazi really,0,1,0,1,0,0,0,0,1
my point is are you going to defend the usa and your property from the jews yes or no,1,0,0,0,0,1,0,0,0
so heartless bitch i hate you i can not believe you did me,0,0,1,1,0,0,1,0,0
some spick kids scratched my parents car today and for whatever reason i did not call the cops and just scared them away,0,0,1,1,1,0,0,0,0
white women can not compete thicc asians are truly the greatest threat to the white race i am just spreading awareness of this menace,0,1,0,0,1,0,0,0,0
because muslims nice americans bad wait did not they attack us never forget,0,1,0,0,0,1,0,0,0
bitch get off my shit fag i am a dom bitch not a fag,0,0,1,1,0,0,1,0,0
gay minecraft porn,0,1,0,1,0,0,0,0,1
hey harry summat for you to learn niggers going to nig,1,0,0,1,1,0,0,0,0
so if the ghetto clans and angry dumb fems so come over with there muslum terrorist buddies that are equally great appearetly for whatever reason will this site cater to them because they do love a good upsetting it like a happening for them except is it different,0,0,1,0,0,1,0,0,0
come on faggot you can do better than that why do not you come at me with scholarly sources scratch that you raggedy ass faggots would not know a reputable source or scholars for that matter if it fucked you in the ass get thee behind me faggot,1,0,0,1,0,0,1,0,0
niggas be so hurt when you do not want to fuck with them,0,1,0,1,0,0,0,0,1
gold poppin bugatti brown gangsta shit this nigger,0,1,0,1,0,0,0,0,1
shout out to the girls that ain t retarded,0,0,1,1,0,0,0,1,0
most of us are descendants of legal immigrants this battle has nothing to do with legal immigrants it about illegal immigrants,0,0,1,0,0,0,0,1,0
germans love high taxes nigger hordes now that the german elections are finished merkel now comes with the tax hikes this shows the contempt for the people assume that they are just stupid so do nothing before and election then raise the taxes after according to a report,1,0,0,1,1,0,0,0,0
hahaha no wonder they would like to x him in any way they can lol he is undoing all obummers treasonous moves wonder how many muzzies will deport themselves and not opt to go to the us watch out dearborn mi,0,0,1,1,0,1,0,0,0
trump recognizes jerusalem as israeli capital moves embassy because jerusalem never mentioned in koranicles moham rejected jerusalem on his search to fabricate a cult and the rest is history of which the arabs not palii play no part party time,0,0,1,1,1,1,0,0,0
he the faggot who goes on and on about people calling don lemon a nigger because trump said shithole,0,0,1,1,1,0,1,0,0
you all think dolphins have a form of what up my nigga,0,1,0,1,0,0,0,0,1
lowlife msm trying to link the guy who rammed a van into moslems in nrth londonistan to tommy robinson britain first well if it linking to anti moslem patriots with brains then about of uk are there,0,0,1,1,0,1,0,0,0
oh jooheon breathed near two women ok i do not have time,0,1,0,0,0,0,0,0,1
and you are a typical kike using typical kike logic that shit do not fly no more hoss the goyim know,1,0,0,1,0,1,0,0,0
you all only caring about their hair if these kids were white it would be different latinos love playing both sides they your homeboy until you say mi amigo or deportation then you a porch monkey i could never,0,1,0,1,0,0,0,0,1
the reply i and everyone else who complained got from edinburgh uni regarding their resisting white people tax payer funded globohomo propaganda conference was basically yes but racism so no currently penning my reply,0,1,0,1,0,0,0,0,1
it you can honor the lost because if you are a crazed homosexual jew but i repeat myself thrice,1,0,0,1,0,1,1,0,0
namjoon black hair ah bbm as top social bts,0,1,0,0,0,0,0,0,1
all of ya can suck my dick if it was your friend who got raped and your friends who got assaulted you would not be sitting there like what about his side yo fuck you all,0,1,0,1,0,0,0,0,1
pepper your speech with hatephrases gayer than aids fatter than a feminist dumber than a nigger tranny scary nagging like a negress cruel as a communist deceptive as a democrat jealous as a jew murderous as a muslim unmarriageable as madonna,1,0,0,1,1,0,1,0,0
to the women at fox news who stabbed roger ailes and bill o in order to get money you are example of why men no longer trust women women who care more about money than their husbands or family or their employers who gave them their jobs and opportunity,0,0,1,1,0,0,1,0,0
islam exists its a problem and should be erased period do not defend sand niggers nothing is more disgusting than someone who defends these animals all muslims are still muslim and all muslims should die by the sword of god deusvult,1,0,0,1,1,1,0,0,0
typical pos nigger,1,0,0,1,1,0,0,0,0
nah mf you def retarded,0,0,1,1,0,0,0,0,1
arat tagaytay now,0,1,0,1,0,0,0,0,1
aw the short dykes are getting noticed today that is cute,0,0,1,1,0,0,1,0,0
bitch talking about i am dtm when you owe me that is my mfering money,0,0,1,1,0,0,1,0,0
canada has detained more refugees illegal immigrants than the usa has their pr person needs a raise,0,1,0,1,0,0,0,1,0
winner winner chicken dinner and do not forget that cia nigger malcolm nance on msnbc,0,1,0,1,0,0,0,0,1
damn i hate this bitch,0,0,1,1,0,0,0,0,1
you r a faggot paul,0,0,1,1,0,0,1,0,0
type are you a girl or a boy i am a nigger and replace the nigger with the predictive nigger thing,0,0,1,1,1,0,0,0,0
you let people under your care get raped,0,1,0,1,0,0,0,0,1
i am a couple dicerolls from being a bad egg and am very aware this is why i tutor ghetto kids and single parent kids who are black for free having a family myself that is all i can do at this time,0,1,0,1,1,0,0,0,0
foolish women removing their mangalsutras themselves what else to xtian n muslim men want,0,0,1,0,0,1,0,0,0
game of thrones features a character that is married off at and then essentially raped by her husband does that make the author a pedo no because it fiction and it something that happened to a character characters are not real people,0,1,0,1,0,0,0,0,1
tfw you declare jesus christ as king of poland and tell jews and muzzies to fck off,1,0,0,0,0,1,0,0,0
fuck it no one liked but we still answering brown eyes black hair,0,1,0,1,0,0,0,0,1
i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer,1,0,0,1,1,1,0,0,0
tfw you realize woman were made to wear skirts because it made it easier to rape them hashtag pants gang,0,0,1,1,0,0,1,0,0
i got raped by an alien did not i,0,1,0,1,0,0,0,0,1
this is a confirmed kike demanding you click on it kikey unsecured link this allows the kike to view personally identifiable info on you entirely unsecured demand https boycott niger jewess,1,0,0,1,1,1,0,0,0
fuckin hippo doppelgnger negress,1,0,0,1,1,0,0,0,0
i wonder if anyone could do a study on why working class caucasians were given opioid scripts compared to white collar caucasians or african americans i think i know the answer,0,1,0,1,0,0,0,0,1
how is it not a first amendment violation for nyc to ban the use of the term illegal alien punishable by a fine what next banning the words male or female,0,1,0,1,0,0,0,0,1
lmao for a minute i thought he just did it since he been shadowing trump continually this muslim traitor leader of ofa is very active if not out in the open in the background,0,1,0,1,0,1,0,0,0
this is what our family members died for in ww2 so fucking retarded western countries can detain you for saying obvious statements about objective reality the uk is the sick man of europe,0,0,1,1,0,0,0,0,1
by that logic it would be fine for jews to terrorize since your people call them evil and blame them for all of your problems,0,1,0,0,0,1,0,0,0
also jews always project their mentality onto their opponents before they attack them and so far your group is the only group who is doing the projection,0,0,1,1,0,1,0,0,0
