text,HOF,NOT
fuck red vines,1,0
in a world full of lies my only truth is you here is a letter from me to you,0,1
i think you are on to something here,0,1
 what i learn from everything is the lesser you know about something the better you do not need to know what people say,0,1
 people calling characters  cm in height as shortmy cm gremlin ass,0,1
 please do not rt lindsey graham saying trump is a fucking idiot on national tv today it will only upset,1,0
your sooo fucking dumass why the pump fortnite is so shit,1,0
aight bruhbe downloading ina minute,0,1
south carolina folks are being played for fools by this tough ass coward lindseyget rid of him,1,0
imagine being so dumb you actually need a sign to tell you not to be a bigot,1,0
it is almost the weekend plz show me the pets you get to spend it with here is mine,0,1
 wow you are a fucking snitch,1,0
truly sick,1,0
 you are lying if you are telling me you do not know the vegas vlog word for word,0,1
damn it,1,0
lol i just won bucks i bet my buddy that this moron magat could not r,1,0
 funny this almost like all this shit about equal rights from transphobes is a smokescreen and it is mostly about promot,1,0
if you need find me on messenger or snapchat this abortion shit is getting out of my processing power,1,0
fuck everybody,1,0
 can i just say that you should own up to that shit and fucking admit to ur mistakes and it will make you a better person thanks,1,0
lmfao fuck you,1,0
she could not help but giggled and playfully squirm in his grasp,0,1
 and here is my little monster chase he is not into the bikes as much as peyton but he is only so not quite sure yet but,0,1
 sexy doll star bella roze flashing her amazing ass while getting her pussy pounded she is mikasas bff so she is superhappy,1,0
 cris  look at me i am really sick dani,0,1
 the club owner is asking for communitys help to get the club where it needs to be so it can open again here is the gofundm,0,1
 no oneeer       i need to get  ,0,1
glad i picked comfort food for dinner tonight roasted turkey breast and greens with ham hocks,1,0
because it is an au by all means the names can be changed,0,1
 i went to high school with james charles he is a sexual predator and sexually assaulted my friend i am glad to see his,1,0
 bru this shit weird but look lit,1,0
i hate my father bruh,1,0
 happy birthday to our nottwodaysoldanymore goth boy vthank you for everything you have done you can rest well now,0,1
 if i she would a tear for you then bih that means i care about yo ugly ass,1,0
that is why i saved my card info on my amazon prime so i do not go through that exactly but that might be even worse,0,1
 dubstep lineups are getting so stacked where the headliner and the smaller names are just as good if not better do not be th,0,1
after years i get off probation inna month bitch big gas slatt,1,0
 i been wanting to go do this forever like a date or sum lol this shit fun,1,0
young people are becoming conservatives because they have been watching videos of sjws going ape shit,1,0
you all seeing this shit,1,0
she nodded and smiled a thousand words through a smile people say hans was stubborn foul means,1,0
 how the fuck he put my whole jacuzzi in a garbage bag,1,0
 i think,0,1
 so white people are scared of muslims till its time to go morocco or turkey for holiday ,0,1
you are only one person vote,0,1
that is so stupid,0,1
 bruh if you want to cheat or have the urge to fuck other people then just be single you dumb mf,1,0
 out of respect you just do not do certain shit,1,0
sorry liberal ladies we love our brash masculine president you had your limp wristed spineless guy for years,0,1
 my grandmother rather than saying i am full would say i have had an elegant sufficiency this became a famil,0,1
blocked tired of your bullshit,1,0
fine ampyou,0,1
i know i have used this gif quite a bit over the years its one of my favorites never has it been more applicable,0,1
you ask for basic shit when you are dating to stand out but get tired of the basic shit after years of marriage a,1,0
if he does not get what he wants hes not going to declare defeat and cancel the 120 billion of public debt owed hi,0,1
idk why she is making it then,0,1
thinking about this i hope zendaya gets back on this show now that she is not disney and put their asses on blast i,1,0
ill beat its god damn fucking ass,1,0
 gaon digital chart weekly dance the night away  839026606 total 2,0,1
you are an ignorant clown,1,0
 impeachment of  barr by and its spokesmen at  has never been about the conduct of the pr,0,1
 niggas will talk to and fuck anything any size any shape ugly or not do not ever feel flattered cuffing might be a dif,1,0
me as fucking fuck,1,0
 muslim refugees in swedenthis is why we do not want them inunited states of america muslims only want to take over usa,1,0
damn you really did scorpios dust,1,0
bitch you too fym,1,0
shaos ass in his  art is a dayum son lmao what ass he has a cloth tied around his waist it is billowing sligh,1,0
what i have to say about the societygrizz deserves to be w samfuck off campbellnetflix just snapped it with t,1,0
liar liar you should be fired but the president is a weenie and a meanie,1,0
 this james charles shit bitch is sick,1,0
 did you not fucking tell allstars to get paid,1,0
 trump is also s bit of a notorious flouter of constitutional obligations ethics rules and oaths of office oh well,0,1
dates and prices listedgolden gates holiday centre3 bedrooms berth golden gate holiday centre towyn,0,1
suck it xrider,0,1
 here is an article i wrote for about friend and musician dan pash and how he is still making music with less,0,1
 brienne should have been petty and wrote he died protecting the sister he was having sex with dirty ass,1,0
 you can do all that and even write embarrassingly stupid tweets like this just do not kill any humans and everything wil,0,1
 greatest president ever,0,1
 lol shut the fuck up,1,0
 while gop cut 15t in taxes for millionaires amp billionaires amp tried to ban muslims from immigrating to americaa muslim i,1,0
he is a tory is not mates with cameron that ben voice is fucking whiney and he i,1,0
fuck sucide and drink beer,1,0
i do not think you should call yourself that not even as a joke sorry but you are too good for that,0,1
humility is a strange thing the minute you think you have got it you have lost it sir edward hulse,0,1
you are such an amazing artist,0,1
 bet ko talaga si dawn she does not have any filter but she speaks facts she is not bias and sees the situation in a rationa,0,1
 cold fucking slaw,1,0
well the guy post a pic showing them off hes asking to get a comment like that,0,1
 you look like your soul is drained  please go get you some rest  i love you,1,0
people found shelter from the sun at yesterday,0,1
karma is a bitch messi messi messi,1,0
i just basically signed my life away with documents for this damn house that is not even mine yet,0,1
fuck,1,0
  i have been listening carefully to my republican colleagues amp it seems they are going to coordinate a lock h,0,1
omg shut the fuck up itsrally nobody cares about what you tweet,1,0
 brexit will improve your lives2019it will not be as bad as that time that of us fucking died,1,0
been getting showers and gusty winds off and on for the past few days,0,1
i think my earphones are alive it tangled itself complicatedly in such tangle that is not even plausible unless with the use of two hands,0,1
 she is beautyshe is graceshe will punch you in the face     bnha oc detailed as you d,0,1
 suck amp fuckleft or right,1,0
 my campaign for president was conclusively spied on nothing like this has ever happened in american politics a reall,0,1
 you are a staffing firm you put this ad up and you are a professional staffing consultancyso here is what hap,0,1
if you are against abortion then do not abort let people do what the fuck they want you cannot stop them give up,1,0
she is been nothing but nice and everybody is so fucking mean to her,1,0
rolandscahill you think you guys are unsatisfied tonight after the game of thrones finalenow think how unsat,0,1
i met some amazing ass people this school year i hate to see it all end,1,0
damn feels bro,1,0
i thought it was ok lot of wasted time at the end we get it aryas on the boat do not need shot,0,1
a personal fuck you to anyone who has been inconsistent and has hurt the loml you all are not shit and i really cannot stand any of you,1,0
full offense but people that make video games almost never understand what is enjoyable about video games,1,0
 this is so cute the9 fsnims editing skills be like gtgtgtgtgtgtgt,0,1
when you invite jesus into your life he provides exactly what you need and who you need to walk it out,0,1
not following this whole case but wtf is this ali zafar is such a small guy,1,0
 no shit,1,0
 how many retweets do i need to get for you to get me this hoodie,0,1
 rep jerry nadler i think there are great difficulties for the attorney general at this point besides the fact that he clea,0,1
go uste,0,1
who is in bed with russia we know you dems are evil hillary sold our uranium to th,1,0
 friendly ass,1,0
are you a parentcarer of the school who works in joinery and can spare a little time to help us improve our outdoo,0,1
you done lost his rabbit ass mind,1,0
 what the actual fuck,1,0
but then i am christian so you thought oh she is just a christmas,0,1
but you would miss out on the late night entertainment  i have booked some tickets already but will no doubt spend a fortune on more,0,1
 due to personal reasons i will not be giving a fuck ever again,1,0
damn right i just want petey to come in with a flow so they can be the flow bros,0,1
 get to know them as a person before you shoot your shot go talk over lunch or something go out to the park make dinne,0,1
staying away from toxic people who only want to use me when they are in need,0,1
 jk when i tell him hes not allowed a th banana milk,0,1
 these gay white rappers and pop stars get all this attention just to shit on indie artists of color and claim we got to wor,1,0
 saw this in a bathroom stall at a concert i went to tonight and its all i can think about,0,1
 here is what i do not understand why are people just ok with lying under oath,0,1
 i remember when trump took over america and people were wildin out like omg we are doooomed all i kept saying was,0,1
lol fake as fuck,1,0
a few hours ago i saw this image and it waz grey and blue now it is pink and white the fuck,1,0
 females get beat by a nigga amp go back fuck you see in him a rematch,1,0
 feinstein liar old bag should not be in the senate she is crooked chinese spying for,1,0
 fuck you bullies fuck you haters  love always wins,1,0
 stop lurking on my twitter bitch fuck you,1,0
 a psychological study found that people who are generally too nice are also the ones to get hurt the most,0,1
 you all better tell iggys culture vulture ass to unlike that video of foxy  we are not forget about her lil mess of a frees,1,0
jesus did not scare the children he invited them  suffer the little children to come unto me r,0,1
 i have been a health visitor for years and i think video interactive guidance is an absolutely fantastic tool these p,0,1
 i do not need k12 i need k,0,1
lmfao you are a loser,1,0
 two oil majors company she will and total declare force majeure on bonny light reuters said bonny light exports had bee,0,1
  calls on house leadership to remove ilhan omar from the house foreign affairs committeei agree out of the abundanc,0,1
 if president trump designates the muslim brotherhood as a terrorist org it will be the biggest hit to the global islamist,0,1
 do not nobody want to see that shit,1,0
 thanksgiving when the people who want to force their ideas of progress and government on the inhabitants of the great pl,0,1
i do give a fuck n i hate myself for that,1,0
hehehe you are welcome,0,1
me i smell weed  you are like a drug dog,1,0
fuck le bah,1,0
 raise your hand if you think president trump nominating william barr for attorney general is now one of the best decisio,0,1
because you are my fella my guy hand me your stella and fly,0,1
 everything you are going through right now is temporary hang in there things will get better,0,1
his motive is to run against trump what moron,1,0
do not get me wrong i understand there is on and off persona but i think those days should be gone instead you shoul,0,1
 who raised these hateful ass bitches,1,0
 worst part about online shopping is getting up to get my card ,0,1
 breakingvice president of the united states of america mike pence calls on democrats to remove embattled rep ilha,0,1
 if you are on a low income you might be able to get some help with paying your council tax find out if you can apply for coun,0,1
 i am in my you got to prove everything you say to me phase of my life,0,1
 i cannot tell if people are madder at the got finale or madder at rupaul for eliminating,1,0
 ty give me give me hand it to medy i will hold it ty just hand it over we are not going to places i wantdy i am,0,1
why is this that the case why is america defending jewish racial supremacist colon,0,1
as in  some people need deliverance,1,0
you are adorable,0,1
on godmen do not understand my humor you all are lame as fuck,1,0
that really is a perfect ass just needs my hard one rubbing on it,1,0
 fuck fancams get this to million,1,0
 if hulk smoked shisha and rented whips on eid this is what he would look like,1,0
the montlake bridge has reopened to traffic at 3101 pm,0,1
see you all later byeeee fucking cancer cells,1,0
 ultramombecause i am sick and tired of no thicc ultra whamen,0,1
 after crying for minuets because you do not know where your life is going and you are fucking scared of the future,1,0
do not cus then you are going to make me cry in the club ,0,1
ken fucking gets it be like ken,1,0
 years ago cannot be tamed was released this song is everything and we all know that miley kicked disneys ass with,1,0
she a fucking super hero what the hell this is one of my favorite videos ever,1,0
any person in this thread criticizing the president for this is a big time asshole this is one th,1,0
 need a full day rest,0,1
 sexyasfuck why  because this is fucking sexy of course,1,0
 i fuck like i ensure i hold the bottom in the most dominant way i want them to feel my dick piercing their wal,1,0
 this liar and thief stolen valor he should be charged,1,0
 girls be having finstas with  followers bitch that is not a finsta that is a whole ass public service announcement,1,0
i am going to go now,0,1
 with all the kindness i can muster i hope these two take this as an opportunity to confront what is clearly insecurity an,0,1
today i found out trump retweeted a person with a sayori avi,0,1
 ariana grande fucking lit,1,0
 sir nicholas winton saved mostly jewish children from nazi occupied czechoslovakia on the eve of wwii through operatio,0,1
me thinking harder and digging my hole ah is this what liu qingge feels,1,0
of course it is hard you are doing it allyou need to get her full helpi know it is terrifying on,0,1
 do not bring your fucking antivaxxer bullshit to the west indies we have mandatory vaccination because we are not dumb a,1,0
people followed me  automatically checked by,0,1
 they said fuck them kids,1,0
 the older i get the finer i get the more patience i have more ass amp more money this not bad at all,1,0
do not miss out on attending destination bootcamp this day workshop can help you learn how to work on your b,0,1
i need a liveatream,0,1
if you fed orange chicken to a real panda it would probably die,0,1
 notifying the ancestors they about to fuck it up,1,0
 have you ever been through something you thought you would never make it through yet you lived to tell the story,0,1
 soyeon did not think she was good at dissing ppl but even tho that was a weak spot for her she wrote her disses in such a,0,1
i only slept at am because i took a long ass nap yesterday now my eyes are painful af,1,0
vm2 is fucking done,1,0
 you got a big ass mouth for a little ass boy,1,0
i want to walk all over you smother your face with my massive black cheeksmind fuck your brain leave you locked i,1,0
 more people will die its that simple harris tried to do this and was stopped wrote a letter about road safety an,0,1
 anyways what we have learned tonight is that kpoppies suck balls it is immature to call people emo as in insult and go stan an,1,0
i am screaming duck ass hoe,1,0
get more info about landlordsgas,0,1
 going to be honest here they are just going to label you a weak bitch so work on being more assertive and taking up the space t,1,0
 stop what you are doing and watch this piece of skilllive clips,0,1
 i wish chris wallace would spit the marbles out of his mouth and quit mumbling like a damn idiot this never trump asswipe,1,0
 barr does not answer hirono question does he think it is ok for the president to tell his wh counsel to lie says not criminal,0,1
meen know what you want me tell you inno,0,1
 excuse me is this what you are calling ugly,0,1
 video of a nazi getting egged bitch,1,0
 fuck and i cannot express this enough tyoup supporters amp those who voted for him,1,0
 they fucking won,1,0
 want to know why people like me because i am open to where i have been and i speak the truth want to know why people hate me,0,1
 la sold out wtf i could not get any wtf ,1,0
 abortion rights are not just about whether i can get one where i live you narrow fucking lemming,1,0
i sholl was fixing to ssy damn sis big ole freak,0,1
 i was really expecting drogon to come back and fuck them all up but ok,1,0
basic mathematics if you do the work and do it well people will want to work with you so its a bit awkward when,0,1
 for my baby cousin help kaya kick leukemias ass,1,0
 since hakyeon left nobody has been supervising taekwoons snack purchases hes locked himself in his room with soda and sn,0,1
fine,0,1
you are a good good father its who you are,0,1
 nat would have checked up on tony there is no way she would have forgotten him but the russos do not know the characters they are,0,1
 if you are in a bad spot mentally i hope you feel better soon,0,1
 this is a nice thread for game of thrones called what was the fucking point,1,0
ignorant vulgar pig puppet for her subversive treasonous masters she does not belong in any po,1,0
 morning wood requires a morning but do not you think,0,1
the white kid that threw a water balloon at me in rd grade is a domestic terrorist that tried to cowardly attack the maltese,1,0
i think he will plead the fifth amendment because he is involved and he does not want to incriminate himsel,1,0
 scroll downkeep scrollingnow you are obligated to reply wi,0,1
 to people using the drama with jared as an opportunity to try and hit on heidi ew fucking stop that is super grody what,0,1
 i have got full prom outfits to give away to lgbtq blackpoc young people courtesy of from their asos design collec,0,1
 parallelsyou really can not make this shit up,1,0
lol seei need to know ppl going to rouse myself,0,1
 a kid got killed at school yesterday but abortion is what people want to ban that is sick kendrick castillo die,0,1
it probably will shame that such a great show was dethroned right at the end,0,1
third time watching the series and i am noticing dumb shit lol,1,0
 iont miss nobody from my past fuck you,0,1
does anyone else not think she was the worst dressed ,1,0
 if this is not in my future i do not want it,0,1
shit i needed to hear that like how you think beau,1,0
 i want you to kiss me with a ticket to another world inside your mouthsee more of me,0,1
 once i get rid of these fucking lonjas ni me van a reconocer pendeja,1,0
 bailey goggans girls m state champ along with a state a record of 0739 awesome job bailey,0,1
 nobodyliterally nobodyne of the billion people who have never seen game of thrones am i the only one who is nev,0,1
did i read this core pathological liar comey has been lying to himsel and the public for years this is just anoth,1,0
 turning point usas unlv president were going to run the country white power fk ns,1,0
 the only reason left to support this president is that he reflects your hateful heart shares your contempt of people o,0,1
holy fuck,1,0
 get your ass back here damnit,1,0
 hi armysthis is for people who have asthma and need their inhalator at the concert i asked stade de france if we ar,0,1
just the one unfollower today found tracked by,0,1
 oohahh tickets to world tour twicelights in newark nj are on sale nowdid you gra,0,1
like lauryn i think were just too nice for our own good like id genuinely go out of my way to help,0,1
 you all waited for a white woman to say that james charles is problematic trash to cancel him when poc been telling you all that f,1,0
or about having to get a abortion how much mental shit that you have to go through on your own that wha,1,0
 huening kai said get your ass back here,1,0
 if you saw our ad on tucker carlsons show you are right to be upset we are too while we did place our ad with fox we did,0,1
 nuest  happily ever after190501 205067 copies 72365 copies total,0,1
everyone who close to you and i am also close to them you will start your suspicious towards them just because i clo,0,1
you two stop lying,0,1
my mother thinks i am joking when i said i do not have boyfriend she thinks i do not want to tell her looolsss e go shock this woman,0,1
 breaking out of all the videos from yesterday one stood out for me the speech from pakistani mo fyazi am sick of,1,0
is it not time to introduce hot cabinets in your stores sick of getting cold pasties and hearing,0,1
jin and halsey blowing a kiss and jin throwing the rose was cute as fuck kill mewoishkjdv,1,0
 they never have any facts just out of control emotional rhetoric had to stick up for my president ,1,0
he definitely is no judge just a mouth piece,1,0
 damn getting awfully close to k ok so if i had an art giveaway for the follower milestone would you prefer to see a raff,0,1
 probably watched this video more than i should have but i just cannot get enough of jimin laughing and looking like a full,0,1
i made the mistake of googling episiotomy and forceps delivery for physiology class and now i feel a little sick,0,1
he could not have come off like more of a terrified whiny little baby if he tried,1,0
 please sir  if congress does not act and it does not look like they will the situation is going to get,0,1
dany is a dirty bitch and she is going to kill everyone who knows that jon is the rightful heir,1,0
emma shut up you are coming,0,1
 you all want to ban abortions ban this shit,1,0
i love fucking love waking up my sister in the morning because i know how much she hates it loool,1,0
 damn see full video and other hot videos only on and h,0,1
lock up all of them corruption,1,0
 nigga said school did not teach you like this shit educational,1,0
 how is your little gfthat is my wife and your makeups trash,1,0
yo ass tweakin,1,0
because the refs do suck they are pathetic actually,1,0
 update newborn puppies survive after thrown in the trash at  as officials prepare to put dogs found in a,0,1
 no one gives a shit what you majored in unless it was shutting the fuck up amp leaving people alone,1,0
i found this video again i am dying if you ever hear me say this this is where i get it from,0,1
 getting super frustrated with how many scientists i still see clinging to the science is apolitical bit like the planet is,0,1
i am tryna get someone is hand print smacked into my ass ja feel,1,0
 amazing his machine magically works after i tell him that is the only way hes getting paid,0,1
niggas be like i never worked a to well shit when you all hiring because i am tryna have the wonder bread to,1,0
that would suck,1,0
 no suicidal shit but i think i want a relationship,1,0
 americas greatest first daughter ever she is beautiful and smart her wardrobe and how she carries her self puts,0,1
oh and to add to that hes only,0,1
what utter drivel where did you get these lies from,0,1
 justin met a fan and told her that journals is coming oh my god buckle up bitches were finally getting what we have want,1,0
 you want this baeby look at you then go to and buy your tickets now for updates,0,1
i need to go cook,0,1
 fun facti keep a small bottle of tapato in my room just in case because you never know when you are going to need the sauce,0,1
 we thought we would be getting actual proper spoilers but all we got were strange noises and random hype movements never,0,1
gravity 2019,0,1
i am glad you are back with your bitch,1,0
holy mother of glob,0,1
this guy is badass fuck,1,0
it is your turn at bat mr president,0,1
i just ate like pixie stix i am fucking fired up bro who wants to fight,1,0
 what they also do not tell you is that you need or jobs to just survive so their 132m ceo,0,1
do you really think democratic candidate sniffy joe running on obamas economic r,0,1
graham should have been kicked off this committee he has proven he is a traitor to america and trumps,1,0
this little fake ass meeting is making me anxious,1,0
it is may  at 00pm,0,1
i agree that this is not exactly a parallel as such but would it be okay for you if a pair of actors who are,0,1
oh fuck its may,1,0
my friend just asked me to drive them to airport and my dumbass said yes fuck i know have like hrs to clean my train wreck of a car,1,0
i am glad you are back you really need to do that and tell me who you got to manage hdksjsjs,0,1
 jh yo jhope right here jm he is the coolest these days the coolestrm jm and sg then quote his line in cypher,0,1
i will fucking turn into a super sayian if you guys do not vote for dax,1,0
why do people never let me get over my trust issues ugh i am fucking sad,1,0
 no onemy tlcroll downkeep scrollingnow you are obl,0,1
he is a white boy they do not do shit to them,1,0
from a memeber that bought my number i am fucking crying,1,0
 someone asked my dad why my sisters do not have english names and he said do english people give their children igbo names,0,1
bitch i am me ion got to explain,1,0
 if a proceeding is based on false allegations the president could terminate that proceeding and it would not be a corru,0,1
totally agree i like taker but the freshness date on him expired years ago,0,1
omar is a terrorist,1,0
you just need some tlc thc long dick and hennessyyea that is me me,1,0
 if you are shitty to sex workers do not call yourself a feminist,1,0
oh my fucking god,1,0
 is a great movie it totally lives up to its expectations you expect it to be shit and it turns out to be shit,1,0
fuck you,1,0
 poll percent of americans say trump should be impeached,1,0
 my country came second yassss go sizt for exo exo https,0,1
 you all fucking off you all money trying to be puff daddy pimp csnoop,1,0
if your friend of years does not invite you to her wedding she is not your friend right bye,0,1
i did not want to expose you like this,0,1
karma is a bitch,1,0
all we know is they are idiots the size of thors stomach,1,0
as anticipated there was exceptionally high demand for the cbeebies proms and seated tickets are now sold out we,0,1
happy birthday to this fine ass beauty i am so glad i met you you are so beautiful and funny af i love you so mu,1,0
 thug that shit out  better days coming,1,0
 when you are a yr old piece of shit and you break into the home of a yr old and threaten him and his wife with a k,1,0
 this is the third case in less than a year in which a former us intelligence officer has pled or been found guilty of con,0,1
they are just showing america their ass literally and figuratively who picks on asian tourists,1,0
 has been a great help in collaboration work with local boroughs for  truly engaging our co,0,1
i want to go to prom without a date,0,1
kluber you big fucking bitch you peice of shit are you fucking kidding me you suck all game now you leave the fucki,1,0
fucking drawling,1,0
 fuck everyone else i am only interested in you,1,0
 anyway no interest in the prequels but i would probably watch arya west of westeros,0,1
 growing up with siblingscome herewhyjust come hereno you are going to hit me,0,1
 who got them there chris wallace said i actually think whether you like his opinions or not that mayor pete h,0,1
 hello my sweets daily reminder that you are all that bitch even if you are a guy you are still that bitch sis,1,0
i do not understand why the fuck we took out roger martinez amp kept nico in,1,0
 americas deflated ass,1,0
 me  lou you see these niggas tryna run off with ya style bitch they could not do shit with ya when you was here and they,1,0
 listen eggs  the gap on twitter is so fucking big and we need to fucking decrease it  let us get this tweet to k rts a,1,0
fucking embarrassing,1,0
why nobody told me i got a long ass nose,1,0
 out shallah brother what the fuck is that,1,0
in that case you are correct and my comments should probably be thrown on your post before this one i,0,1
i meannnn if a place is that bad i just would not go that is just me though got to see,0,1
 oregon said fuck these other stupid ass states,1,0
 girlfriend that is why your dad is a crackhead and your mom left you boyfriend your forehead biggirlfriend ,0,1
 this government was not and is still not prepared for governance rather all they wanted and are doing is to suck niger,1,0
 oh shit i did not realize my mic was on and recording,1,0
 the james charles situation is yet another reminder that people got to stop giving white gays the benefit of the doubt when,1,0
fuck them,1,0
 those who started stanning big bang recently i am so sorry that this is what you come to i promise it will get better and i,0,1
we need that fury rematch,0,1
 coworker brought in vegan lasagna today and i am ready to knock all that shit over,1,0
instead of you to be grateful that i did not spell god with small letter g,0,1
how do you interpret dreams are they the means our subconscious chooses to help fulfill our hearts deepest most,0,1
ana ba7bek fash5 ya noha you do not even knowww,0,1
 i know damn well if a random guy who was not famous pulled up to a date with fake nails you all girls would be like wtf kee,1,0
you actually think this imbecile works,0,1
 in case you are having a bad day,0,1
clear concise accurate and the are shining lights in the malign darkness of our po,0,1
 do not do anything stupid until i get backhow can i you are taking all the stupid with you,0,1
 get your shit together skincare happiness amphealth inner peace and your time,1,0
hey i am saloduarte its salo here at goal fuck dildo lovense in ass watch my show live,0,1
shut the fuck up i love you,1,0
 thought all these vf supporters were being killed off in a white genocide,0,1
trump is a pariah who will be removed from office the worst in history,0,1
 we did not even create mr mime he just appeared in the original game data during development and we were too scared to re,0,1
 a battle rapper will tell you about every single pokmons characteristics and then tell you hell shoot you in the ne,0,1
 i will not chase a but i am speed walking because that ass on her sit bigger than horses prod sleeper,0,1
 kevin durant went down and the would have coulda ass rockets could not even get a game against kevon looney and jonas jerebko be,0,1
 suck it choi,1,0
blood results are back hba1c levels are off blood sugar this would explain a lot i am just glad they found som,0,1
bruh that man waking is tall as fuck,1,0
 no do not scroll down armys do not need to be threatened by no bts concertwe are going to vote regardless we want to see o,0,1
 arya fixing to fucking discover america,1,0
damn i need one of these,1,0
i am sorry for misinterpreting it probably because i used the wrong words i have been overthinking lat,0,1
 nipsey did not even fuck with complex cus of shit like this he literally said it in a live interview,1,0
 ouh and ya either member bahan cs their mentality says geli la orang lain pun ada awek or tak lawa ah awek kau thos,0,1
i really did the dumbest shit this morning,1,0
 scroll downkeep scrollingnow you are obligated to rt an,0,1
two years ago and nobody saw it coming cisndkjdjaj,0,1
 seriouslywho the fuck thinks this is ok,1,0
 the two standard bearers are from the imperial period on the left is an imaginifier 3d emperors image atop pole wearing l,0,1
shit corp xd,1,0
you can vote for whoever the fuck you want i am not an authoritarian,1,0
 found a veteran on tinder today,0,1
hes not billionaire hes con artist who wa,1,0
you can tell i found my way bitch i switched it up,1,0
they r fucking stupid they should b replaced with smarter democrats,1,0
who is ass have you eaten,1,0
fuck hillary lying clinton,0,1
corrupt me teach me how to pleaee you brainwash me to be the good you want me to be use me so much i beg for it when you are not ,0,1
umm mj does not know what hes talking about jamie benn has a massive hook this is his authe,0,1
 i am glad i am the type of friend that will call that kind of shit out fr fuck that i am glad none of my friends and family be,1,0
 no president in history has endured such vicious personal attacks by political opponents still the presidents reco,0,1
fuck fuck fuck big mood,1,0
 do not ever stop being a solid female because a weak ass nigga folded on you,1,0
 i want to be so busy that ion have time to fuck with nobody ,1,0
but they look like such fine young men,0,1
they activated the perpetual horseshoe up their ass this inning,1,0
 since pedophiles map  nomap and their allies think they are a valid sexual orientation i decided to make them a pride fla,1,0
 dear  i get suspended regularly for a week for stupid shit and this blustering imbecile that actua,1,0
i was going take that ride to br but this weather want be onnat pussy ass shit,1,0
you are the saviour uwu,0,1
 we have all been hurt by words before so before you speak think about how your words might affect someone else do not r,0,1
 cersei from brooklyn because she dirty and do not give a fucksansa from queens because she softkhaleesi from harlem because s,1,0
join our nursing and midwifery lecturers to learn more about jcus bachelor of nursing science and the double degre,0,1
 today is my th birthday an amazing birthday gift would be for this fucking asshole deranged lunatic to get the fuck ou,1,0
i want some boneless spareribs and some shrimp fried rice,0,1
you will get by with a smileeee,0,1
sex offenders look for access to the victim likelihood victim will not tell  are they vulnerable in some wa,0,1
want to get the word out broadcast your business to  people for only bucks at,0,1
 glad you are ok champ i knew you would be back,0,1
secure da bag fuck what dey say,1,0
got a banging ass headache,1,0
 just a reminder you do not need a man you just want the dick,1,0
so i just finished s1 of and it is fucking exceptional going to get stuck into s2 thx et al ho,1,0
 bts and txt are two different groups just bc they are both under bh does not mean they are samebefore they debuted so many o,0,1
 masturbation is a form of stress relief so go fuck yourself and calm down,1,0
you are too tall,0,1
 not a single thing lmaooo they used that shit to play him to kill dany,1,0
 holy shit he was right there,1,0
never tell people how to do things tell them what to do and they will surprise you with their ingenuity,0,1
who is going to cry tonight bts,0,1
calls dangerous he sold weapons to el chapo now who is dangerous shut the hell up eric the criminal,1,0
 who would have thought two years ago when that korean boyband that was causing a stir because they broke into the western marke,0,1
of course you love them lol you are one of them,0,1
lol shoot your shot fuck aaron rodgers,1,0
 white people are about  of the populationso if the vf get more than then it is not unfair to say that most white p,0,1
you are too much,0,1
 the way hes so mesmerized i bet he trynna do that with all of his old man looking ass hats and fedoras,1,0
 some people need to grow some and stop being so sensitive if i ever post something that offends you that is what the b,0,1
 fuck slutty busty milf stepmom now for free click here amp enjoy fuck ht,1,0
 is such a shit age take me back to when i was and did not have to pay for my prescriptions,0,1
 tell me i am not one fine baby mama i will not believe you,0,1
 we need a complete and total shutdown on starchitects until we find out what is going on,0,1
almost interned there for social work too damn,1,0
vanessa rocked my pitch to the edge of the infieldoutfield on a fly in her game tonight then found out after the g,0,1
i do not need you,0,1
fuck today,1,0
damn courtnel lob your boy an invite sometime,0,1
oce is on the fucking come up for every esports do not fuckin sleep on us cunts,1,0
 ever heard of john n mitchellhe was the us attorney general 1972 under nixonhe was found guilty of conspiracy o,0,1
you are gay,1,0
boners for days when you two get together,1,0
 i am so stupid and so tired please stop expecting things from me,0,1
 i have great sympathy for the people of hawaii to have a woman like showing her ass like that she a blitheri,1,0
 numb my shit again,1,0
 fuck  admin,1,0
 and butina had a big fish on the line the gop  no collusion my sweet ass,1,0
well i will not be streaming for a few days because the internet that i literally just got is fucking broken,1,0
 drop your most recent meme gif saved pic video lemme see what type of stuff you all be saving ill start,0,1
 i just want to grab the back of your neck and force your face down onto the table have you bent over and ass up for momm,1,0
or a phat ass blunt,1,0
they say the truth are not pretty but coming from that pretty mouth the truth is fitting,0,1
lolla the fact that you cannot fucking edit tweets will forever drive me up the wall,1,0
just the one unfollower today found tracked by,0,1
 before ya start w ya bull crap she is embodying the goddess of love and sweet river,0,1
 innocent peopleno one who turns up to support the racist fraud thug and radicaliser tommy robinson is,0,1
 facts  we know how you hate them 10000 documented lies since your presidency began contacts is not,0,1
or the fuck not,1,0
 i am pretty as fuck a bitch cannot even say i am funny looking,1,0
 yujin saying come on and making a weird face on loop 2019,0,1
i need more dets,0,1
are you not sick of ah we tried we will go again next season,0,1
 everything will work itself out and i will be able to overcome the challenges faced against me,0,1
 guys and gals trust me when i tell you you are going to want to follow these two amazingly talented young women,0,1
 da baby aahhhhhh shit bitch,1,0
